Sector,Industry,Industry Name,Companies,Establishments,Employees,Revenue,Payroll,Productivity,Avg Salary,Avg. Hr Rate
3X,311511,Fluid milk manufacturing,263,441,"52,534","37,268,136,000","3,033,205,000",1230%,"57,738",28.87
3X,322121,Paper (except newsprint) mills,85,167,"48,615","36,968,156,000","3,522,358,000",1050%,"72,454",36.23
3X,332710,Machine shops,"17,937","18,217","227,170","36,887,115,000","12,002,582,000",310%,"52,835",26.42
3X,336370,Motor vehicle metal stamping,599,756,"103,114","36,654,208,000","5,685,922,000",640%,"55,142",27.57
3X,311224,Soybean and other oilseed processing,102,178,"9,499","35,354,471,000","570,249,000",6200%,"60,033",30.02
3X,336413,Other aircraft parts and auxiliary equipment manufacturing,762,936,"101,353","35,078,029,000","7,533,898,000",470%,"74,333",37.17
3X,339113,Surgical appliance and supplies manufacturing,"1,649","1,817","76,954","33,380,701,000","5,617,760,000",590%,"73,002",36.5
3X,334510,Electromedical and electrotherapeutic apparatus manufacturing,764,863,"82,303","33,025,703,000","6,567,366,000",500%,"79,795",39.9
3X,333415,Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing,709,844,"92,158","32,837,612,000","4,582,249,000",720%,"49,722",24.86
3X,322130,Paperboard mills,62,156,"36,586","32,734,398,000","3,215,993,000",1020%,"87,902",43.95
3X,311812,Commercial bakeries,"2,772","3,059","116,763","32,242,109,000","5,203,795,000",620%,"44,567",22.28
3X,332312,Fabricated structural metal manufacturing,"2,955","3,265","101,605","31,934,065,000","5,642,906,000",570%,"55,538",27.77
3X,311119,Other animal food manufacturing,861,"1,406","27,900","31,930,341,000","1,477,252,000",2160%,"52,948",26.47
3X,325193,Ethyl alcohol manufacturing,118,207,"11,325","31,754,680,000","772,790,000",4110%,"68,238",34.12
3X,325414,Biological product (except diagnostic) manufacturing,277,353,"47,906","31,686,987,000","4,350,937,000",730%,"90,822",45.41
3X,325180,Other basic inorganic chemical manufacturing,371,636,"38,278","31,301,791,000","3,263,546,000",960%,"85,259",42.63
3X,327320,Ready-mix concrete manufacturing,"2,122","5,773","81,826","31,301,328,000","4,427,575,000",710%,"54,110",27.06
3X,333120,Construction machinery manufacturing,656,750,"59,455","31,300,793,000","3,383,890,000",920%,"56,915",28.46
3X,336360,Motor vehicle seating and interior trim manufacturing,303,423,"71,597","30,885,294,000","3,252,150,000",950%,"45,423",22.71
3X,312120,Breweries,"3,192","3,276","63,225","29,682,113,000","2,850,653,000",1040%,"45,087",22.54
3X,325510,Paint and coating manufacturing,"1,006","1,206","37,998","27,614,203,000","2,472,555,000",1120%,"65,071",32.54
3X,321113,Sawmills,"2,545","2,891","72,958","26,076,004,000","3,491,826,000",750%,"47,861",23.93
3X,336120,Heavy duty truck manufacturing,69,82,"25,220","25,651,665,000","1,611,598,000",1590%,"63,902",31.95
3X,334220,Radio and television broadcasting and wireless communications equipment manufacturing,660,727,"61,287","25,213,740,000","5,685,938,000",440%,"92,776",46.39
3X,336611,Ship building and repairing,590,679,"97,083","25,099,590,000","6,249,240,000",400%,"64,370",32.19
3X,325611,Soap and other detergent manufacturing,616,674,"26,022","24,944,856,000","1,694,905,000",1470%,"65,134",32.57
3X,333618,Other engine equipment manufacturing,265,324,"37,549","24,910,353,000","2,289,857,000",1090%,"60,983",30.49
3X,333111,Farm machinery and equipment manufacturing,"1,057","1,145","61,109","24,778,786,000","3,209,884,000",770%,"52,527",26.26
3X,311421,Fruit and vegetable canning,726,843,"44,898","23,920,885,000","2,312,645,000",1030%,"51,509",25.75
3X,311919,Other snack food manufacturing,343,411,"37,035","23,447,885,000","1,793,280,000",1310%,"48,421",24.21
3X,336320,Motor vehicle electrical and electronic equipment manufacturing,564,623,"58,863","23,344,834,000","2,924,602,000",800%,"49,685",24.84
3X,311111,Dog and cat food manufacturing,307,387,"22,316","23,202,661,000","1,344,960,000",1730%,"60,269",30.13
3X,332322,Sheet metal work manufacturing,"3,817","4,108","104,797","22,812,951,000","5,373,736,000",420%,"51,278",25.64
3X,325998,All other miscellaneous chemical product and preparation manufacturing,"1,081","1,270","36,412","22,135,929,000","2,361,031,000",940%,"64,842",32.42
3X,331420,"Copper rolling, drawing, extruding, and alloying",166,249,"24,457","21,969,509,000","1,412,510,000",1560%,"57,755",28.88
3X,322220,Paper bag and coated and treated paper manufacturing,585,751,"47,945","21,521,926,000","2,841,491,000",760%,"59,266",29.63
3X,312130,Wineries,"3,577","3,709","50,589","20,730,744,000","2,659,427,000",780%,"52,569",26.28
3X,311412,Frozen specialty food manufacturing,425,496,"59,742","20,217,983,000","2,658,617,000",760%,"44,502",22.25
3X,332721,Precision turned product manufacturing,"3,699","3,814","102,430","19,058,009,000","5,511,905,000",350%,"53,811",26.91
3X,335220,Major household appliance manufacturing,128,163,"43,216","18,936,670,000","1,993,726,000",950%,"46,134",23.07
3X,333318,Other commercial and service industry machinery manufacturing,"1,238","1,324","55,328","18,702,108,000","3,318,907,000",560%,"59,986",29.99
3X,326211,Tire manufacturing (except retreading),83,119,"43,566","18,278,050,000","2,670,789,000",680%,"61,304",30.65
3X,336414,Guided missile and space vehicle manufacturing,22,40,"39,722","17,965,108,000","4,589,701,000",390%,"115,546",57.77
3X,334418,Printed circuit assembly (electronic assembly) manufacturing,755,810,"48,686","17,741,728,000","2,677,416,000",660%,"54,994",27.5
3X,333914,"Measuring, dispensing, and other pumping equipment manufacturing",459,585,"37,850","17,577,180,000","2,588,154,000",680%,"68,379",34.19
3X,336214,Travel trailer and camper manufacturing,614,743,"51,435","17,216,668,000","2,724,250,000",630%,"52,965",26.48
3X,311514,"Dry, condensed, and evaporated dairy product manufacturing",127,179,"14,640","17,133,007,000","900,518,000",1900%,"61,511",30.76
3X,311991,Perishable prepared food manufacturing,749,816,"55,780","16,838,561,000","2,213,070,000",760%,"39,675",19.84
3X,333999,All other miscellaneous general purpose machinery manufacturing,"1,577","1,662","52,834","16,450,190,000","3,587,772,000",460%,"67,906",33.95
3X,324191,Petroleum lubricating oil and grease manufacturing,258,322,"12,976","16,130,179,000","1,029,452,000",1570%,"79,335",39.67
3X,331315,"Aluminum sheet, plate, and foil manufacturing",49,77,"19,190","15,476,274,000","1,390,372,000",1110%,"72,453",36.23
3X,334516,Analytical laboratory instrument manufacturing,603,682,"44,936","15,428,058,000","3,850,305,000",400%,"85,684",42.84
3X,311911,Roasted nuts and peanut butter manufacturing,215,256,"19,481","15,323,438,000","930,213,000",1650%,"47,750",23.88
3X,326113,Unlaminated plastics film and sheet (except packaging) manufacturing,427,523,"31,924","15,267,727,000","1,884,970,000",810%,"59,046",29.52
3X,336330,Motor vehicle steering and suspension components (except spring) manufacturing,221,261,"36,737","15,169,939,000","1,959,018,000",770%,"53,325",26.66
3X,325520,Adhesive manufacturing,400,554,"23,001","14,798,510,000","1,618,410,000",910%,"70,363",35.18
3X,333249,Other industrial machinery manufacturing,"1,830","1,882","52,242","14,737,043,000","3,392,897,000",430%,"64,946",32.47
3X,325320,Pesticide and other agricultural chemical manufacturing,187,228,"11,945","14,624,805,000","840,654,000",1740%,"70,377",35.19
3X,332431,Metal can manufacturing,67,186,"17,529","14,603,436,000","1,261,810,000",1160%,"71,984",35.99
3X,337110,Wood kitchen cabinet and countertop manufacturing,"5,904","5,980","91,227","14,454,458,000","3,523,503,000",410%,"38,623",19.31
3X,325413,In-vitro diagnostic substance manufacturing,195,242,"28,206","14,443,866,000","2,666,723,000",540%,"94,545",47.27
3X,336211,Motor vehicle body manufacturing,636,736,"45,971","14,392,513,000","2,304,671,000",620%,"50,133",25.07
3X,332999,All other miscellaneous fabricated metal product manufacturing,"3,542","3,621","63,800","13,787,163,000","3,234,137,000",430%,"50,692",25.35
3X,311920,Coffee and tea manufacturing,677,722,"18,615","13,739,882,000","994,278,000",1380%,"53,413",26.71
3X,311710,Seafood product preparation and packaging,457,552,"32,111","13,728,052,000","1,471,670,000",930%,"45,831",22.92
3X,327215,Glass product manufacturing made of purchased glass,991,"1,128","51,893","13,514,642,000","2,641,470,000",510%,"50,902",25.45
3X,332812,"Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","2,343","2,592","51,221","13,394,933,000","2,453,270,000",550%,"47,896",23.95
3X,326112,Plastics packaging film and sheet (including laminated) manufacturing,297,394,"32,035","13,181,570,000","1,820,697,000",720%,"56,835",28.42
3X,324121,Asphalt paving mixture and block manufacturing,473,"1,357","14,659","13,116,457,000","1,003,796,000",1310%,"68,476",34.24
3X,336510,Railroad rolling stock manufacturing,153,230,"28,474","12,819,247,000","1,870,221,000",690%,"65,682",32.84
3X,333132,Oil and gas field machinery and equipment manufacturing,506,629,"34,702","12,751,482,000","2,419,892,000",530%,"69,734",34.87
3X,333611,Turbine and turbine generator set units manufacturing,111,163,"31,677","12,664,242,000","2,526,567,000",500%,"79,760",39.88
3X,339950,Sign manufacturing,"5,579","5,699","75,195","12,609,839,000","3,653,695,000",350%,"48,590",24.3
3X,332321,Metal window and door manufacturing,894,"1,045","51,197","12,528,628,000","2,506,296,000",500%,"48,954",24.48
3X,311999,All other miscellaneous food manufacturing,631,705,"24,619","12,503,932,000","1,291,462,000",970%,"52,458",26.23
3X,322212,Folding paperboard box manufacturing,302,448,"35,462","12,486,722,000","1,946,488,000",640%,"54,889",27.44
3X,311352,Confectionery manufacturing from purchased chocolate,"1,063","1,137","38,355","12,425,785,000","1,463,381,000",850%,"38,154",19.08
3X,327390,Other concrete product manufacturing,"1,573","1,946","53,314","12,389,955,000","2,653,558,000",470%,"49,772",24.89
3X,337121,Upholstered household furniture manufacturing,970,"1,061","66,575","12,342,189,000","2,393,959,000",520%,"35,959",17.98
3X,312140,Distilleries,761,783,"11,130","12,320,798,000","694,089,000",1780%,"62,362",31.18
3X,321911,Wood window and door manufacturing,969,"1,117","52,071","12,212,352,000","2,338,538,000",520%,"44,911",22.46
3X,311411,"Frozen fruit, juice, and vegetable manufacturing",137,205,"28,691","12,158,201,000","1,301,124,000",930%,"45,350",22.68
3X,334519,Other measuring and controlling device manufacturing,831,906,"36,338","12,137,095,000","2,784,273,000",440%,"76,622",38.31
3X,335313,Switchgear and switchboard apparatus manufacturing,412,482,"31,163","12,080,574,000","1,955,783,000",620%,"62,760",31.38
3X,339999,All other miscellaneous manufacturing,"5,957","5,971","49,132","11,980,964,000","2,381,589,000",500%,"48,473",24.24
3X,334419,Other electronic component manufacturing,"1,148","1,251","51,643","11,949,455,000","3,042,127,000",390%,"58,907",29.45
3X,311824,"Dry pasta, dough, and flour mixes manufacturing from purchased flour",356,419,"20,660","11,808,239,000","1,051,258,000",1120%,"50,884",25.44
3X,332911,Industrial valve manufacturing,383,489,"35,163","11,637,063,000","2,174,044,000",540%,"61,828",30.91
3X,311211,Flour milling,207,335,"13,074","11,591,008,000","735,652,000",1580%,"56,268",28.13
3X,311930,Flavoring syrup and concentrate manufacturing,137,154,"7,677","11,559,157,000","498,720,000",2320%,"64,963",32.48
3X,331318,"Other aluminum rolling, drawing, and extruding",196,261,"28,329","11,513,595,000","1,424,332,000",810%,"50,278",25.14
3X,325991,Custom compounding of purchased resins,333,406,"19,068","11,499,379,000","1,146,122,000",1000%,"60,107",30.05
3X,322291,Sanitary paper product manufacturing,96,132,"17,566","11,449,543,000","1,047,846,000",1090%,"59,652",29.83
3X,331210,Iron and steel pipe and tube manufacturing from purchased steel,178,242,"24,418","11,408,868,000","1,476,678,000",770%,"60,475",30.24
3X,336340,Motor vehicle brake system manufacturing,143,183,"23,313","11,314,475,000","1,243,196,000",910%,"53,326",26.66
3X,311942,Spice and extract manufacturing,379,420,"19,872","11,172,088,000","1,255,981,000",890%,"63,204",31.6
3X,325411,Medicinal and botanical manufacturing,453,492,"27,028","11,154,489,000","1,897,487,000",590%,"70,204",35.1
3X,324122,Asphalt shingle and coating materials manufacturing,125,216,"10,406","11,080,023,000","750,999,000",1480%,"72,170",36.09
3X,326160,Plastics bottle manufacturing,195,470,"31,030","11,055,741,000","1,402,344,000",790%,"45,193",22.6
3X,326111,Plastics bag and pouch manufacturing,270,337,"30,157","11,042,267,000","1,451,093,000",760%,"48,118",24.06
3X,332119,"Metal crown, closure, and other metal stamping (except automotive)","1,290","1,387","48,817","11,024,698,000","2,541,565,000",430%,"52,063",26.03
3X,326150,Urethane and other foam product (except polystyrene) manufacturing,447,655,"31,360","10,892,785,000","1,463,738,000",740%,"46,675",23.34
3X,311821,Cookie and cracker manufacturing,329,376,"30,201","10,869,613,000","1,517,775,000",720%,"50,256",25.13
3X,326122,Plastics pipe and pipe fitting manufacturing,270,454,"23,172","10,789,257,000","1,130,189,000",950%,"48,774",24.39
3X,336212,Truck trailer manufacturing,383,434,"36,357","10,705,726,000","1,641,464,000",650%,"45,148",22.57
3X,332722,"Bolt, nut, screw, rivet, and washer manufacturing",649,773,"34,852","10,685,408,000","2,105,410,000",510%,"60,410",30.21
3X,334515,Instrument manufacturing for measuring and testing electricity and electrical systems,708,751,"30,104","10,682,751,000","2,525,349,000",420%,"83,887",41.94
3X,335999,All other miscellaneous electrical equipment and component manufacturing,796,833,"36,004","10,672,185,000","2,634,734,000",410%,"73,179",36.59
3X,334513,"Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables",745,811,"32,626","10,470,261,000","2,302,478,000",450%,"70,572",35.29
3X,311941,"Mayonnaise, dressing, and other prepared sauce manufacturing",310,364,"17,442","10,468,446,000","920,710,000",1140%,"52,787",26.39
3X,326299,All other rubber product manufacturing,573,672,"29,634","10,357,890,000","1,551,845,000",670%,"52,367",26.18
3X,335314,Relay and industrial control manufacturing,799,874,"33,319","10,224,112,000","2,178,653,000",470%,"65,388",32.69
3X,336612,Boat building,818,858,"34,833","10,219,776,000","1,628,536,000",630%,"46,753",23.38
3X,311340,Nonchocolate confectionery manufacturing,498,523,"24,132","10,139,260,000","1,146,121,000",880%,"47,494",23.75
3X,331410,Nonferrous metal (except aluminum) smelting and refining,109,127,"7,965","10,134,760,000","551,261,000",1840%,"69,210",34.61
3X,332912,Fluid power valve and hose fitting manufacturing,292,357,"32,322","10,111,810,000","2,029,492,000",500%,"62,790",31.4
3X,311230,Breakfast cereal manufacturing,58,85,"13,205","10,072,757,000","823,182,000",1220%,"62,339",31.17
3X,339920,Sporting and athletic goods manufacturing,"1,567","1,632","36,387","10,040,572,000","1,777,450,000",560%,"48,848",24.42
3X,314110,Carpet and rug mills,205,254,"28,269","9,935,707,000","1,219,941,000",810%,"43,155",21.58
3X,333924,"Industrial truck, trailer, and stacker machinery manufacturing",314,335,"25,182","9,903,562,000","1,446,220,000",680%,"57,431",28.72
3X,331511,Iron foundries,282,330,"33,740","9,860,394,000","1,963,628,000",500%,"58,199",29.1
3X,311221,Wet corn milling,37,74,"6,288","9,783,834,000","505,878,000",1930%,"80,451",40.23
3X,335312,Motor and generator manufacturing,372,423,"28,783","9,772,387,000","1,591,662,000",610%,"55,299",27.65
3X,326140,Polystyrene foam product manufacturing,312,441,"28,942","9,752,636,000","1,278,870,000",760%,"44,187",22.09
3X,333922,Conveyor and conveying equipment manufacturing,719,780,"35,997","9,727,064,000","2,314,113,000",420%,"64,286",32.14
3X,311225,Fats and oils refining and blending,79,100,"6,054","9,557,494,000","363,636,000",2630%,"60,065",30.03
3X,321920,Wood container and pallet manufacturing,"2,357","2,729","55,389","9,551,288,000","1,956,953,000",490%,"35,331",17.67
3X,325120,Industrial gas manufacturing,63,510,"12,857","9,525,629,000","1,001,839,000",950%,"77,922",38.96
3X,311422,Specialty canning,107,121,"11,391","9,337,386,000","617,392,000",1510%,"54,200",27.1
3X,334517,Irradiation apparatus manufacturing,128,145,"17,543","9,302,915,000","1,591,841,000",580%,"90,739",45.37
3X,333514,"Special die and tool, die set, jig, and fixture manufacturing","2,299","2,343","44,604","9,245,378,000","2,737,841,000",340%,"61,381",30.69
3X,333912,Air and gas compressor manufacturing,260,297,"21,260","9,128,115,000","1,248,952,000",730%,"58,747",29.37
3X,334111,Electronic computer manufacturing,300,305,"15,698","8,983,948,000","1,337,179,000",670%,"85,181",42.59
3X,321219,Reconstituted wood product manufacturing,134,203,"13,719","8,615,109,000","819,591,000",1050%,"59,741",29.87
3X,332510,Hardware manufacturing,573,619,"30,150","8,576,915,000","1,497,544,000",570%,"49,670",24.84
3X,323113,Commercial screen printing,"5,134","5,165","61,897","8,480,724,000","2,238,059,000",380%,"36,158",18.08
3X,333242,Semiconductor machinery manufacturing,143,155,"18,971","8,462,095,000","2,450,272,000",350%,"129,159",64.58
3X,322219,Other paperboard container manufacturing,175,289,"21,698","8,401,957,000","1,042,956,000",810%,"48,067",24.03
3X,337214,Office furniture (except wood) manufacturing,198,221,"27,063","8,342,860,000","1,318,620,000",630%,"48,724",24.36
3X,325212,Synthetic rubber manufacturing,139,155,"9,504","8,316,426,000","764,970,000",1090%,"80,489",40.24
3X,327310,Cement manufacturing,96,192,"14,437","8,313,773,000","976,792,000",850%,"67,659",33.83
3X,335931,Current-carrying wiring device manufacturing,354,391,"25,404","8,281,803,000","1,345,850,000",620%,"52,978",26.49
3X,336999,All other transportation equipment manufacturing,394,403,"14,767","8,276,133,000","764,094,000",1080%,"51,743",25.87
3X,332111,Iron and steel forging,324,376,"19,784","8,219,394,000","1,193,632,000",690%,"60,333",30.17
3X,332420,Metal tank (heavy gauge) manufacturing,641,742,"32,517","8,183,562,000","1,868,377,000",440%,"57,458",28.73
3X,335929,Other communication and energy wire manufacturing,191,231,"17,648","8,105,683,000","1,014,889,000",800%,"57,507",28.75
3X,337212,Custom architectural woodwork and millwork manufacturing,"2,083","2,132","45,746","8,032,300,000","2,327,931,000",350%,"50,888",25.44
3X,326291,Rubber product manufacturing for mechanical use,344,409,"30,606","7,870,081,000","1,398,392,000",560%,"45,690",22.85
3X,326121,Unlaminated plastics profile shape manufacturing,326,375,"18,827","7,857,350,000","1,047,367,000",750%,"55,631",27.82
3X,333112,Lawn and garden tractor and home lawn and garden equipment manufacturing,148,165,"16,898","7,839,905,000","624,981,000",1250%,"36,986",18.49
3X,332323,Ornamental and architectural metal work manufacturing,"2,373","2,414","35,146","7,812,219,000","1,799,698,000",430%,"51,206",25.6
3X,337910,Mattress manufacturing,331,410,"19,991","7,778,048,000","870,578,000",890%,"43,548",21.77
3X,333517,Machine tool manufacturing,792,823,"27,472","7,750,779,000","1,766,971,000",440%,"64,319",32.16
3X,311520,Ice cream and frozen dessert manufacturing,370,415,"20,409","7,726,642,000","960,210,000",800%,"47,048",23.52
3X,331492,"Secondary smelting, refining, and alloying of nonferrous metal (except copper and aluminum)",178,215,"8,960","7,721,554,000","563,799,000",1370%,"62,924",31.46
3X,332311,Prefabricated metal building and component manufacturing,649,739,"25,831","7,651,883,000","1,406,078,000",540%,"54,434",27.22
3X,335911,Storage battery manufacturing,120,161,"25,126","7,532,536,000","1,291,072,000",580%,"51,384",25.69
3X,325613,Surface active agent manufacturing,108,135,"6,029","7,487,124,000","533,574,000",1400%,"88,501",44.25
3X,321918,Other millwork (including flooring),"1,464","1,568","32,983","7,282,366,000","1,256,121,000",580%,"38,084",19.04
3X,331523,Nonferrous metal die-casting foundries,349,392,"30,826","7,259,609,000","1,603,702,000",450%,"52,024",26.01
3X,339910,Jewelry and silverware manufacturing,"1,957","1,976","24,185","7,231,396,000","1,086,293,000",670%,"44,916",22.46
3X,337215,"Showcase, partition, shelving, and locker manufacturing",906,948,"35,028","7,199,531,000","1,529,383,000",470%,"43,662",21.83
3X,332813,"Electroplating, plating, polishing, anodizing, and coloring","2,082","2,183","49,804","7,187,175,000","2,218,327,000",320%,"44,541",22.27
3X,332313,Plate work manufacturing,"1,418","1,467","35,571","7,146,177,000","1,812,779,000",390%,"50,962",25.48
3X,313110,"Fiber, yarn, and thread mills",238,293,"22,061","7,106,276,000","806,720,000",880%,"36,568",18.28
3X,332410,Power boiler and heat exchanger manufacturing,273,323,"23,442","7,102,859,000","1,570,121,000",450%,"66,979",33.49
3X,313230,Nonwoven fabric mills,192,227,"16,497","7,082,180,000","867,655,000",820%,"52,595",26.3
3X,325194,"Cyclic crude, intermediate, and gum and wood chemical manufacturing",53,76,"5,330","7,079,708,000","506,383,000",1400%,"95,006",47.5
3X,333995,Fluid power cylinder and actuator manufacturing,252,316,"21,569","7,054,593,000","1,539,917,000",460%,"71,395",35.7
3X,333923,"Overhead traveling crane, hoist, and monorail system manufacturing",267,303,"18,073","6,992,732,000","1,069,168,000",650%,"59,158",29.58
3X,339991,"Gasket, packing, and sealing device manufacturing",486,557,"27,073","6,946,659,000","1,560,529,000",450%,"57,642",28.82
3X,333993,Packaging machinery manufacturing,473,519,"20,248","6,945,588,000","1,404,546,000",490%,"69,367",34.68
3X,325130,Synthetic dye and pigment manufacturing,111,145,"8,163","6,871,629,000","670,312,000",1030%,"82,116",41.06
3X,322110,Pulp mills,19,35,"9,349","6,862,408,000","823,592,000",830%,"88,094",44.05
3X,336415,Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing,16,30,"17,295","6,831,812,000","1,695,829,000",400%,"98,053",49.03
3X,332114,Custom roll forming,346,408,"17,891","6,813,858,000","971,772,000",700%,"54,316",27.16
3X,325220,Artificial and synthetic fibers and filaments manufacturing,109,131,"13,607","6,784,965,000","685,619,000",990%,"50,387",25.19
3X,336991,"Motorcycle, bicycle, and parts manufacturing",427,431,"10,172","6,713,949,000","555,666,000",1210%,"54,627",27.31
3X,311423,Dried and dehydrated food manufacturing,187,231,"14,721","6,676,952,000","725,967,000",920%,"49,315",24.66
3X,325612,Polish and other sanitation good manufacturing,422,461,"15,179","6,659,264,000","925,942,000",720%,"61,002",30.5
3X,321114,Wood preservation,310,415,"10,268","6,598,491,000","508,251,000",1300%,"49,499",24.75
3X,334118,Computer terminal and other computer peripheral equipment manufacturing,539,552,"17,348","6,594,366,000","1,337,560,000",490%,"77,102",38.55
3X,321999,All other miscellaneous wood product manufacturing,"2,647","2,775","33,547","6,592,047,000","1,256,366,000",520%,"37,451",18.73
3X,325992,"Photographic film, paper, plate, and chemical manufacturing",191,207,"9,083","6,549,272,000","554,159,000",1180%,"61,011",30.51
3X,311314,Cane sugar manufacturing,36,52,"7,155","6,520,975,000","429,856,000",1520%,"60,078",30.04
3X,321214,Truss manufacturing,617,800,"30,994","6,492,236,000","1,264,406,000",510%,"40,795",20.4
3X,311512,Creamery butter manufacturing,40,50,"3,625","6,463,612,000","201,749,000",3200%,"55,655",27.83
3X,333511,Industrial mold manufacturing,"1,394","1,443","34,934","6,444,446,000","1,960,601,000",330%,"56,123",28.06
3X,336992,"Military armored vehicle, tank, and tank component manufacturing",32,48,"10,461","6,404,574,000","735,961,000",870%,"70,353",35.18
3X,332216,Saw blade and handtool manufacturing,856,924,"27,225","6,329,655,000","1,427,961,000",440%,"52,450",26.23
3X,332994,"Small arms, ordnance, and ordnance accessories manufacturing",391,407,"18,426","6,282,988,000","1,149,183,000",550%,"62,367",31.18
3X,332996,Fabricated pipe and pipe fitting manufacturing,654,725,"26,588","6,250,765,000","1,507,446,000",410%,"56,696",28.35
3X,331491,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying",201,229,"14,165","6,245,816,000","973,714,000",640%,"68,741",34.37
3X,327993,Mineral wool manufacturing,169,258,"14,666","6,225,847,000","894,323,000",700%,"60,979",30.49
3X,311813,"Frozen cakes, pies, and other pastries manufacturing",195,226,"23,557","6,196,603,000","937,547,000",660%,"39,799",19.9
3X,339115,Ophthalmic goods manufacturing,338,494,"22,174","6,167,286,000","1,211,248,000",510%,"54,625",27.31
3X,335932,Noncurrent-carrying wiring device manufacturing,123,153,"14,492","6,124,032,000","788,533,000",780%,"54,412",27.21
3X,332991,Ball and roller bearing manufacturing,107,166,"19,649","6,114,288,000","1,084,160,000",560%,"55,176",27.59
3X,325311,Nitrogenous fertilizer manufacturing,161,200,"5,834","6,057,312,000","496,205,000",1220%,"85,054",42.53
3X,335122,"Commercial, industrial, and institutional electric lighting fixture manufacturing",428,462,"20,055","5,969,374,000","1,139,263,000",520%,"56,807",28.4
3X,312112,Bottled water manufacturing,208,294,"10,960","5,924,115,000","512,250,000",1160%,"46,738",23.37
3X,333413,Industrial and commercial fan and blower and air purification equipment manufacturing,401,478,"24,021","5,904,003,000","1,173,736,000",500%,"48,863",24.43
3X,325312,Phosphatic fertilizer manufacturing,47,73,"5,763","5,893,295,000","512,206,000",1150%,"88,878",44.44
3X,331314,Secondary smelting and alloying of aluminum,64,87,"5,643","5,886,345,000","333,428,000",1770%,"59,087",29.54
3X,321912,"Cut stock, resawing lumber, and planing",736,833,"21,555","5,878,591,000","841,300,000",700%,"39,030",19.52
3X,331221,Rolled steel shape manufacturing,157,196,"8,940","5,863,110,000","546,515,000",1070%,"61,131",30.57
3X,327120,Clay building material and refractories manufacturing,383,539,"22,457","5,812,988,000","1,129,821,000",510%,"50,310",25.16
3X,322230,Stationery product manufacturing,321,378,"16,048","5,769,014,000","763,851,000",760%,"47,598",23.8
3X,327420,Gypsum product manufacturing,119,195,"8,434","5,767,188,000","559,773,000",1030%,"66,371",33.19
3X,334417,Electronic connector manufacturing,159,202,"17,840","5,717,287,000","1,139,672,000",500%,"63,883",31.94
3X,331222,Steel wire drawing,187,231,"14,501","5,487,938,000","734,746,000",750%,"50,669",25.33
3X,333992,Welding and soldering equipment manufacturing,338,360,"14,749","5,485,709,000","1,003,411,000",550%,"68,032",34.02
3X,336213,Motor home manufacturing,39,47,"12,127","5,370,420,000","633,307,000",850%,"52,223",26.11
3X,334210,Telephone apparatus manufacturing,193,208,"12,883","5,356,767,000","988,299,000",540%,"76,713",38.36
3X,334514,Totalizing fluid meter and counting device manufacturing,186,196,"13,254","5,331,356,000","886,134,000",600%,"66,858",33.43
3X,326220,Rubber and plastics hoses and belting manufacturing,200,277,"18,733","5,300,148,000","948,283,000",560%,"50,621",25.31
3X,333241,Food product machinery manufacturing,430,466,"16,605","5,189,686,000","1,147,569,000",450%,"69,110",34.56
3X,332618,Other fabricated wire product manufacturing,678,763,"21,406","5,179,693,000","1,014,103,000",510%,"47,375",23.69
3X,335311,"Power, distribution, and specialty transformer manufacturing",216,242,"18,236","5,162,111,000","1,005,058,000",510%,"55,114",27.56
3X,333515,Cutting tool and machine tool accessory manufacturing,"1,291","1,351","25,968","5,129,421,000","1,483,073,000",350%,"57,112",28.56
3X,327999,All other miscellaneous nonmetallic mineral product manufacturing,276,423,"13,520","5,037,447,000","625,631,000",810%,"46,274",23.14
3X,332913,Plumbing fixture fitting and trim manufacturing,94,106,"9,028","4,972,184,000","491,013,000",1010%,"54,388",27.19
3X,332811,Metal heat treating,621,783,"20,407","4,953,205,000","1,128,093,000",440%,"55,280",27.64
3X,327991,Cut stone and stone product manufacturing,"1,919","1,990","31,155","4,913,827,000","1,407,983,000",350%,"45,193",22.6
3X,333613,Mechanical power transmission equipment manufacturing,205,243,"16,962","4,899,148,000","963,494,000",510%,"56,803",28.4
3X,337127,Institutional furniture manufacturing,581,601,"24,250","4,866,502,000","1,136,071,000",430%,"46,848",23.42
3X,325314,Fertilizer (mixing only) manufacturing,364,478,"8,835","4,835,019,000","462,378,000",1050%,"52,335",26.17
3X,339116,Dental laboratories,"5,648","5,984","42,847","4,823,846,000","1,817,402,000",270%,"42,416",21.21
3X,311613,Rendering and meat byproduct processing,100,211,"9,104","4,817,672,000","496,251,000",970%,"54,509",27.25
3X,327910,Abrasive product manufacturing,254,297,"11,426","4,811,488,000","683,791,000",700%,"59,845",29.92
3X,327331,Concrete block and brick manufacturing,435,685,"15,575","4,799,594,000","804,783,000",600%,"51,671",25.84
3X,327213,Glass container manufacturing,23,63,"14,313","4,784,092,000","919,214,000",520%,"64,222",32.11
3X,334112,Computer storage device manufacturing,84,91,"6,116","4,770,337,000","520,467,000",920%,"85,099",42.55
